Longitude,Latitude,Housing Median Age,Total Rooms,Total Bedrooms,Population,Households,Median Income,Median House Value,Ocean Proximity
-71.1693,42.2595,11,18349,6628,34258,772,13.8123,184921.76,INLAND
-71.1432,42.2789,7,16906,6959,4221,1692,7.905,108521.03,NEAR OCEAN
-71.1505,42.3061,13,25763,8696,10194,2879,5.1092,36447.09,ISLAND
-71.1248,42.2351,52,1061,390,20389,8928,8.4469,147201.41,NEAR OCEAN
-70.9011,42.2346,15,3517,1687,5125,747,14.8378,330049.32,ISLAND
-71.0265,42.2411,33,13844,6280,29937,9509,13.7182,334613.04,INLAND
-70.9226,42.2948,13,23035,7536,21246,33,2.954,358599.17,INLAND
-71.1506,42.263,21,6509,3071,9308,4504,10.1883,291138.8,NEAR BAY
-71.0084,42.2872,33,23804,10332,33695,14545,4.46,230512.78,ISLAND
-71.1439,42.3241,22,23209,9887,20563,3606,11.4375,308074.52,NEAR BAY
-71.146,42.3888,43,20943,6593,12767,1400,11.3819,67911.63,RIVER
-71.0985,42.3452,51,18141,7300,33865,14371,1.524,431010.57,NEAR OCEAN
-70.8797,42.3428,17,38707,12760,20009,4998,2.6253,386888.55,ISLAND
-70.9797,42.3457,1,6214,2742,27514,6738,8.158,382527.55,NEAR OCEAN
-71.1803,42.3869,24,19699,6218,21977,64,6.8853,225203.48,INLAND
-70.8913,42.3046,51,3404,1690,14620,2295,12.7734,179609.77,NEAR BAY
-71.0477,42.3608,21,28155,8820,14026,1457,11.9334,457596.28,INLAND
-70.8354,42.2479,24,31664,15023,5628,1186,11.1693,436424.25,NEAR BAY
-71.0062,42.2578,11,2737,938,6845,2843,10.9031,180214.93,ISLAND
-71.1907,42.3232,19,24507,11581,12047,1762,7.5935,167788.22,NEAR BAY
-71.1567,42.2502,50,9408,3979,1808,303,1.6768,312297.25,INLAND
-70.8765,42.3309,36,1770,554,14208,4705,12.2908,181627.11,INLAND
-70.9522,42.249,44,33112,12880,768,28,9.3376,447934.83,RIVER
-71.0634,42.3102,40,33316,15409,13468,298,14.0178,16133.8,RIVER
-70.9259,42.3075,24,18527,7649,33987,3174,10.3779,121836.64,ISLAND
-70.945,42.2974,46,25046,8200,12249,1658,6.7637,39508.26,NEAR BAY
-70.8527,42.3303,50,17183,5863,15816,1925,3.1499,224769.32,RIVER
-70.9581,42.3329,5,6862,2160,24795,6635,10.1972,355368.27,NEAR OCEAN
-71.1314,42.2687,33,26266,11015,7671,2576,13.7547,191939.46,ISLAND
-71.0201,42.3932,9,25170,7921,24874,4420,4.9979,25230.56,NEAR BAY
-71.1037,42.2366,16,3138,1257,10441,3773,11.7536,310858.44,INLAND
-71.1761,42.3451,50,36938,16915,17412,2211,12.786,187621.01,NEAR BAY
-71.0724,42.3327,24,31204,14628,29077,13044,4.7496,195933.81,ISLAND
-70.9671,42.3096,50,24795,12394,17251,6718,4.7835,451069.36,INLAND
-70.8238,42.2372,20,24280,12136,20197,6096,10.7252,72999.46,NEAR BAY
-71.1082,42.2338,40,14800,5891,33964,8159,10.913,118865.58,NEAR OCEAN
-70.9603,42.2927,35,34596,15567,1537,254,5.1439,434402.02,NEAR BAY
-71.1693,42.3128,26,6022,1947,21536,1474,4.277,272167.17,NEAR OCEAN
-70.9158,42.3947,18,20299,7124,33430,12382,14.5143,473153.67,NEAR BAY
-70.9479,42.2502,14,20023,6954,8334,2896,8.5945,306002.55,NEAR OCEAN
-70.8789,42.2316,12,6714,2357,11289,2766,7.9771,459290.14,NEAR OCEAN
-71.1894,42.3566,8,18491,7850,3071,1105,2.0451,341618.45,INLAND
-70.9995,42.2805,49,34813,11448,32180,3934,10.9424,165921.32,INLAND
-71.1629,42.3167,34,19176,6790,24501,10672,13.5828,367462.49,INLAND
-70.9547,42.3144,30,8276,3205,2109,413,10.491,81769.87,NEAR OCEAN
-70.8347,42.3405,26,28218,9933,11912,3916,1.9177,183041.07,NEAR BAY
-70.8542,42.3722,46,75,31,28007,9167,14.6776,305114.61,RIVER
-71.1536,42.3509,8,5886,2384,1730,150,8.5974,251419.76,NEAR BAY
-70.9688,42.2927,25,25124,8748,14319,4692,9.9349,104802.52,RIVER
-70.9322,42.2412,52,7135,3041,27828,75,1.6231,277339.88,RIVER
-71.0788,42.3666,7,17388,6787,14817,973,5.0065,260822.74,NEAR OCEAN
-71.0853,42.2864,12,8033,3614,12517,855,3.5127,473233.61,NEAR BAY
-70.8982,42.3532,46,21238,6870,16096,5579,7.2908,191750.24,INLAND
-70.8849,42.3396,8,30909,11255,33242,7682,2.0902,191287.1,ISLAND
-71.129,42.239,40,24170,10877,19120,4024,5.1654,463297.25,RIVER
-70.9448,42.3722,24,8488,3425,7720,2727,5.9242,207738.28,ISLAND
-71.014,42.3162,47,37004,13785,10746,4394,13.2813,125470.08,ISLAND
-70.9513,42.2407,18,25130,10764,28053,11719,13.3659,287643.78,NEAR BAY
-70.8806,42.374,37,8500,3788,24849,1153,13.7916,426368.98,NEAR OCEAN
-71.0728,42.2519,27,29995,14418,21040,9508,11.7435,29501.68,INLAND
-70.9895,42.2643,6,2607,1282,8244,3483,12.4775,132384.38,ISLAND
-70.9495,42.3572,11,25973,8602,28958,11194,13.5637,223326.29,INLAND
-71.025,42.3554,28,19751,7565,14860,1622,3.3195,207771.47,INLAND
-71.0359,42.2382,45,5586,2346,35180,1288,5.0388,313696.69,RIVER
-71.0451,42.3819,38,15791,4931,16109,201,4.1039,292293.22,NEAR OCEAN
-70.9761,42.2723,18,14337,5481,2465,641,0.6631,487187.48,ISLAND
-71.1599,42.3606,14,5587,2060,6764,1060,3.4813,75944.33,NEAR OCEAN
-70.8963,42.3189,27,38873,12459,7791,1533,5.4425,386339.8,NEAR OCEAN
-71.1447,42.3091,22,38835,13652,32530,14506,6.1687,142587.91,INLAND
-70.8998,42.2282,33,10293,4607,31134,13578,5.1242,342547.49,INLAND
-71.0698,42.2755,13,6654,2526,10602,863,8.5173,189336.28,RIVER
-71.1776,42.2613,26,8826,3511,29824,5670,9.2001,341305.44,NEAR BAY
-70.8672,42.2954,12,9464,3803,16469,3845,6.9132,446153.5,INLAND
-70.9222,42.3968,13,10747,3693,19584,1929,4.5351,161506.66,INLAND
-70.8741,42.2829,4,25499,9512,30743,14500,7.5516,440678.82,RIVER
-71.0233,42.2773,30,15186,7099,35524,10102,8.8658,415435.31,INLAND
-70.8758,42.3633,46,20047,7596,17573,3092,13.1833,234712.01,NEAR BAY
-70.9828,42.343,24,22697,10286,4060,155,3.2905,427540.34,NEAR BAY
-70.8987,42.3926,43,20045,8977,26284,4469,4.6962,39112.72,INLAND
-70.9392,42.3435,26,24343,7955,4396,168,4.6551,43043.94,RIVER
-70.8454,42.2332,1,8730,2689,11391,2324,6.1141,203984.67,NEAR BAY
-70.8617,42.3122,40,27521,12662,24046,11130,4.1547,251423.73,NEAR OCEAN
-71.0211,42.2619,17,21124,7981,25090,213,12.6567,424989.87,INLAND
-70.8726,42.3084,24,6634,2999,14260,5106,11.9453,416410.07,NEAR OCEAN
-71.1218,42.3329,34,23170,8032,26219,10215,9.2501,429528.81,RIVER
-70.9162,42.301,3,15480,6999,33204,1850,13.6555,376453.96,INLAND
-70.8241,42.3373,33,20142,9602,16228,2244,12.8353,255949.63,ISLAND
-71.093,42.2715,47,28852,9549,27810,10705,3.4877,275604.16,NEAR OCEAN
-71.1097,42.2614,23,36884,17630,35258,8455,3.2186,303261.0,ISLAND
-70.8551,42.3846,37,12077,3833,12917,2422,10.5837,63894.72,RIVER
-70.8171,42.3235,26,21509,10220,28095,9120,14.2638,260509.39,ISLAND
-70.9166,42.314,21,9285,4288,2557,170,9.2208,47957.67,INLAND
-70.9276,42.3758,26,16980,5493,8109,1263,6.1464,125206.84,NEAR OCEAN
-71.0258,42.3642,36,32613,14340,8685,1688,9.7891,316886.95,RIVER
-71.1907,42.3254,38,36644,12899,10701,3485,14.2843,30887.66,NEAR BAY
-70.8928,42.3895,34,16198,7717,13070,3894,9.1098,424022.65,RIVER
-70.9161,42.3018,4,4510,2217,32051,14768,10.7059,104920.58,ISLAND
-71.0319,42.372,24,10401,3759,13533,3187,14.062,347584.58,RIVER
-71.0053,42.3835,31,7307,3161,34284,2517,10.6329,129950.7,NEAR OCEAN
-71.0741,42.2757,4,21000,10089,31218,5764,5.7578,107825.5,RIVER
-70.9249,42.2848,4,22235,10570,34204,16138,11.8703,476670.33,NEAR OCEAN
-70.9916,42.3404,17,1828,633,34192,14194,3.5782,129499.88,NEAR BAY
-70.911,42.2402,41,27384,10215,14866,4351,5.088,292370.03,INLAND
-70.9326,42.2747,52,36594,11514,16413,89,14.3059,384106.64,INLAND
-71.0664,42.3593,5,19777,6552,9023,1308,5.8051,381973.09,NEAR BAY
-71.0802,42.3908,45,21247,9314,31716,9683,7.4502,213723.92,NEAR BAY
-70.8764,42.3619,20,509,203,13488,3339,3.5686,341586.46,NEAR BAY
-71.0452,42.3325,16,9057,3379,19735,2686,4.4698,366591.9,ISLAND
-70.8807,42.2714,48,18927,6940,9343,2383,11.3195,441782.29,NEAR OCEAN
-71.0733,42.2552,33,5757,1867,11422,5662,14.7529,391557.02,RIVER
-70.9015,42.2868,9,38500,13203,21662,7601,6.6548,185782.46,INLAND
-71.0004,42.3798,6,9669,3193,8009,753,7.3701,437870.54,NEAR OCEAN
-70.8826,42.3494,13,29247,11236,15703,6947,14.8668,436796.31,NEAR BAY
-71.0041,42.3292,24,1152,529,26226,1573,13.6206,69325.07,ISLAND
-70.8255,42.3059,46,19273,9005,23674,5870,4.2469,284157.16,NEAR OCEAN
-70.9711,42.281,30,37995,15619,6372,395,12.3664,145232.84,NEAR BAY
-70.9271,42.3568,9,13047,4574,172,22,3.148,360430.0,NEAR BAY
-71.0989,42.3538,45,29115,10891,18957,8306,7.7637,424967.95,INLAND
-70.8473,42.3032,13,23163,10159,626,270,11.2326,446231.78,NEAR BAY
-71.1082,42.233,39,18324,6618,11801,1693,10.6278,451158.9,INLAND
-71.1456,42.2712,14,31805,11412,29263,6849,1.1455,69192.96,INLAND
-71.1817,42.2528,25,11558,4988,28815,9688,9.7158,18142.8,NEAR BAY
-70.8501,42.3468,3,31534,12607,10139,3480,0.6308,139560.26,NEAR BAY
-71.077,42.357,40,10757,3288,13913,1878,12.8516,351425.77,RIVER
-71.0492,42.3668,9,13242,5291,2980,922,9.2373,473997.56,NEAR OCEAN
-71.0284,42.2394,7,30684,12338,20075,2614,4.6644,258041.33,ISLAND
-71.1317,42.3595,32,1067,483,17197,6300,10.6249,49539.67,NEAR OCEAN
-71.09,42.3656,3,37006,16371,22000,10128,4.2299,33562.49,NEAR BAY
-71.081,42.261,25,25924,11428,4435,562,1.5345,217674.8,INLAND
-70.9996,42.3699,14,31609,12824,29425,229,9.7413,357122.11,ISLAND
-71.1249,42.3788,16,14097,6222,32004,10237,9.4762,296201.55,ISLAND
-71.1117,42.3325,28,26192,9497,24226,4169,1.9877,141777.51,ISLAND
-71.0333,42.3601,11,12908,4591,10414,3324,2.5682,362093.09,ISLAND
-71.036,42.2926,46,15645,6706,9623,2402,8.2869,185766.44,INLAND
-70.8414,42.2541,23,39167,16242,7028,712,10.028,17355.21,ISLAND
-70.9137,42.3894,39,10046,3105,9697,3737,5.5631,296438.75,RIVER
-70.9655,42.3652,31,20873,6540,29296,11802,5.3534,382355.2,INLAND
-70.8465,42.3827,6,38712,16974,21102,3381,6.1107,474895.17,INLAND
-70.9413,42.3325,21,17838,7543,2518,819,1.4254,62119.64,INLAND
-71.1713,42.3893,14,38573,16466,31250,12901,12.3211,300485.4,INLAND
-71.092,42.2416,2,32861,12147,8634,370,11.5598,188554.57,NEAR BAY
-70.8885,42.3504,14,10343,4685,14757,4999,14.7715,448802.3,ISLAND
-71.1265,42.3249,39,19431,7882,22929,1887,7.564,118261.65,NEAR OCEAN
-71.0328,42.3525,28,14504,7168,20320,8578,7.7308,112154.23,INLAND
-70.8523,42.3051,42,39013,15620,29192,7118,6.296,67639.7,RIVER
-70.8898,42.367,43,3478,1071,22300,4522,9.2238,116792.56,NEAR OCEAN
-70.884,42.2727,16,24667,10106,16891,5838,2.4131,237570.54,RIVER
-70.9116,42.2693,27,28309,13461,32212,7392,5.1135,230425.52,INLAND
-71.1737,42.3136,14,15808,7745,11367,3306,5.4117,149915.34,INLAND
-71.1804,42.3613,26,15620,7484,30530,13931,3.7719,475186.01,RIVER
-70.867,42.3397,37,30789,11293,2752,740,2.0998,233479.34,NEAR OCEAN
-70.9901,42.3133,17,17128,8335,17127,4631,3.6515,319137.69,RIVER
-70.8101,42.2488,37,21359,9174,1690,516,6.4895,89362.6,RIVER
-70.8383,42.279,43,39307,12611,13256,3781,2.472,441153.82,ISLAND
-71.0164,42.345,30,16636,7185,1138,497,10.8216,195080.51,ISLAND
-70.9052,42.2997,10,9663,4562,11081,5434,3.135,400289.68,NEAR OCEAN
-70.8101,42.2733,19,9119,2787,11121,3907,2.1656,27528.28,RIVER
-71.1185,42.3579,46,32348,14296,30859,3517,2.7973,153036.38,NEAR OCEAN
-70.8201,42.3146,48,23050,11335,19891,9185,7.6765,54752.97,NEAR OCEAN
-71.1573,42.2316,32,25898,11162,10454,4075,9.8941,133957.99,NEAR BAY
-70.9497,42.346,18,1171,561,976,423,1.3621,348340.9,ISLAND
-70.9284,42.2576,10,31995,11549,30255,3125,8.5239,305817.62,ISLAND
-70.9985,42.2283,40,27796,12980,34648,476,5.2831,227387.51,NEAR BAY
-70.8778,42.2636,10,3733,1855,30048,14358,7.0946,433313.19,INLAND
-71.0638,42.3563,6,23843,7630,23511,7733,14.2434,495562.19,ISLAND
-70.9098,42.3422,13,35063,13293,20251,9787,10.8221,397452.16,NEAR OCEAN
-71.1573,42.2916,40,24136,9728,3152,1475,10.4394,250588.78,INLAND
-71.0886,42.278,21,17612,5806,10436,1383,11.0423,239148.16,RIVER
-71.0015,42.2952,49,14721,6684,14755,1204,10.1455,370585.24,INLAND
-70.9018,42.3853,46,17623,6708,3095,1129,9.4765,395501.37,INLAND
-70.8668,42.3322,3,17518,7731,25724,7055,1.5019,175909.12,RIVER
-70.8346,42.2297,45,29437,10824,1132,330,8.3224,21557.52,INLAND
-71.1472,42.3378,22,36925,12102,32682,14993,11.4577,78686.99,ISLAND
-71.0043,42.2335,41,29364,12221,24757,9162,6.0401,225446.94,NEAR OCEAN
-70.9871,42.2753,35,29395,14284,31834,310,9.3066,181892.8,INLAND
-70.9269,42.2774,46,32711,13303,25121,9560,1.555,175679.72,INLAND
-70.916,42.3805,25,34758,11373,10795,1574,12.6234,437460.65,INLAND
-71.135,42.2902,27,26272,9188,900,389,1.4376,415722.11,INLAND
-71.1507,42.3899,45,2127,722,30159,9669,14.3033,104777.54,NEAR BAY
-71.0673,42.3111,14,25159,11520,31648,13948,11.6859,294610.99,NEAR BAY
-70.8098,42.3631,25,8825,3611,7911,2343,9.7079,114170.22,NEAR OCEAN
-70.8579,42.2435,33,39095,13554,26081,12780,14.3992,194295.54,NEAR BAY
-71.1043,42.3644,25,36786,17742,20764,8145,4.0963,346559.04,NEAR BAY
-71.1092,42.2854,26,30114,12575,47,14,10.9863,368803.45,RIVER
-71.1754,42.3475,29,33810,11422,23865,11692,3.2013,165052.91,NEAR BAY
-70.8543,42.3724,35,32267,10616,34608,10987,3.8711,24654.23,NEAR OCEAN
-71.1436,42.2403,37,10869,4065,30117,11217,14.8587,64832.86,RIVER
-70.9152,42.3626,12,36012,14146,17700,8345,3.1559,238287.61,NEAR OCEAN
-71.071,42.3047,20,17077,5250,17393,2270,14.9023,250796.66,NEAR OCEAN
-71.1824,42.28,17,32485,11594,7963,1877,7.0831,78272.9,ISLAND
-71.0194,42.2648,4,21799,8590,5327,628,2.5915,444661.01,ISLAND
-70.8698,42.2461,49,26717,12219,35672,11308,10.3665,282086.85,NEAR BAY
-70.8144,42.3544,39,11052,3464,28088,1136,8.0178,26865.25,NEAR OCEAN
-70.8366,42.2946,51,23479,8848,19495,4691,7.3955,478908.82,NEAR BAY
-71.1602,42.2315,29,13599,5642,33069,4976,1.9873,216030.58,NEAR BAY
-71.0743,42.3089,4,9697,4619,10801,4553,13.6909,177217.04,RIVER
-71.0564,42.2667,51,26556,9624,6353,78,14.513,22283.53,RIVER
-70.9635,42.3428,34,21926,10400,32293,14376,12.4352,390851.77,RIVER
-70.828,42.2993,11,36507,13161,30536,9952,12.291,151988.38,NEAR BAY
-71.0261,42.3518,22,28941,10450,7253,1603,6.2845,411306.65,NEAR BAY
-70.8436,42.2689,29,33352,10600,27228,11292,7.7774,430513.33,ISLAND
-70.8859,42.2355,47,1433,521,17674,479,6.1163,431490.11,ISLAND
-71.023,42.2416,30,16207,5277,17349,8096,11.1515,317162.48,NEAR OCEAN
-70.9042,42.2854,13,13667,6576,16038,7523,9.0559,165700.26,ISLAND
-71.1493,42.3259,40,21515,8144,26256,10231,8.0996,268291.61,RIVER
-71.0842,42.2426,44,16425,5822,14415,7096,7.1594,414147.07,NEAR OCEAN
-71.0585,42.3404,46,4550,2050,33108,316,4.5954,178880.66,INLAND
-70.8523,42.3402,11,37712,13211,5663,457,5.8458,40458.07,RIVER
-70.8342,42.2323,34,19787,7951,10403,187,5.5365,207132.74,ISLAND
-70.9942,42.2637,13,10486,3245,7679,3555,4.3349,297275.83,INLAND
-70.9774,42.2873,42,6521,2080,19990,8248,5.817,412399.29,NEAR OCEAN
-70.9033,42.3442,27,2926,1414,8495,2624,4.4808,75180.89,NEAR BAY
-70.8694,42.3375,40,5897,2538,35578,14540,14.2344,282954.96,ISLAND
-71.1845,42.3612,37,38858,17014,1181,417,8.1432,20990.34,NEAR BAY
-71.0716,42.3011,16,600,203,16085,202,8.1703,331644.23,RIVER
-71.0721,42.3289,42,14676,5183,8619,1311,5.7769,441825.21,INLAND
-70.879,42.3811,44,12896,4039,15552,3901,14.0665,145643.46,RIVER
-71.1006,42.3636,25,11491,4960,27624,9475,7.107,154244.08,NEAR OCEAN
-70.8863,42.3364,20,8472,2592,15604,3126,5.8616,15197.96,NEAR BAY
-71.0308,42.2383,1,6416,2079,15702,3473,8.4002,115277.14,INLAND
-70.9201,42.2778,48,6239,2341,25782,3996,9.407,257052.75,ISLAND
-70.9778,42.2849,32,25919,10715,31700,54,2.8288,493067.19,ISLAND
-71.1328,42.2427,18,8247,4040,15976,4748,6.5211,43443.22,NEAR BAY
-71.0491,42.3715,51,34147,15780,27404,11483,11.5415,452909.61,ISLAND
-70.8247,42.3399,17,38676,16437,32123,12874,2.944,273561.23,INLAND
-70.9024,42.3716,42,8324,3943,12477,725,11.6451,202540.9,NEAR OCEAN
-71.0513,42.255,30,14857,6810,8526,2228,4.1885,124211.32,RIVER
-70.879,42.3545,47,25318,10216,20925,4242,12.889,297503.55,NEAR BAY
-71.0054,42.2301,41,8168,3002,21970,5220,1.3566,496094.39,NEAR OCEAN
-71.0465,42.2606,36,28614,14018,35401,16841,0.6784,70013.7,NEAR OCEAN
-71.0085,42.3622,50,18859,6360,10961,2917,7.7381,152103.99,INLAND
-71.067,42.2979,8,23885,7253,10136,4799,12.8313,397649.48,NEAR BAY
-70.8863,42.3193,42,21039,8390,22881,8059,6.0092,328816.27,INLAND
-70.8654,42.2521,25,520,175,12655,1569,2.1199,434540.15,NEAR BAY
-70.9451,42.2958,11,22847,9767,193,65,4.1567,355752.99,NEAR OCEAN
-71.1157,42.2904,23,34435,13148,17458,1403,9.974,288854.2,NEAR OCEAN
-71.0538,42.255,9,17252,6079,5098,94,2.6422,225092.17,ISLAND
-71.1251,42.2745,43,38433,13317,7652,783,1.335,381388.59,NEAR OCEAN
-70.8687,42.2973,46,34835,12268,28980,12105,6.3547,202561.49,NEAR BAY
-71.1877,42.2601,45,7659,2739,11652,165,3.9562,460133.9,NEAR BAY
-71.1761,42.3837,6,32181,10187,21931,9594,3.535,429855.67,ISLAND
-71.0813,42.2558,22,33639,16379,10351,1381,10.4045,215537.35,RIVER
-70.9819,42.3358,28,3556,1132,3879,1622,2.8781,121707.48,NEAR BAY
-71.0873,42.2912,19,4138,1512,12015,3753,1.0294,443788.7,INLAND
-70.9102,42.3885,17,31107,13608,8859,1832,2.9926,362630.77,ISLAND
-71.1433,42.2381,37,27008,9543,26512,10533,14.2441,470205.35,INLAND
-70.8943,42.3865,1,28460,14139,25388,11863,9.9136,199820.4,INLAND
-71.1837,42.3512,1,8024,3022,23104,8388,12.3167,81011.03,ISLAND
-70.8235,42.3972,41,8124,2445,5729,1867,10.4119,466495.27,INLAND
-71.1424,42.3296,14,19047,6110,34831,14185,5.5778,425295.95,NEAR OCEAN
-70.9743,42.3849,14,16058,5013,17683,1336,2.8363,110018.0,NEAR BAY
-70.8292,42.2615,21,2763,997,32483,15044,4.8677,286556.96,RIVER
-71.1792,42.3014,43,36734,12311,23380,6228,1.6205,289596.73,NEAR OCEAN
-70.9519,42.3445,37,18408,8083,30480,12816,8.7824,265703.23,NEAR OCEAN
-70.8151,42.372,37,15882,7115,21139,8099,8.3302,440884.77,INLAND
-70.8852,42.2668,27,25216,12129,33161,14997,6.7184,493880.45,RIVER
-70.9449,42.387,13,9519,3789,23277,2772,6.2642,280750.0,NEAR OCEAN
-71.1223,42.3721,29,6592,2804,34921,5548,4.0602,219585.85,NEAR OCEAN
-70.9841,42.2285,35,16625,7136,6953,1183,12.806,419070.96,NEAR BAY
-71.0401,42.3378,30,17730,6658,3851,738,13.8901,302574.49,ISLAND
-70.922,42.248,48,30252,13747,18448,2698,3.3624,51654.58,NEAR OCEAN
-71.0444,42.3268,41,34252,11503,12622,3300,14.7029,20040.74,INLAND
-70.9985,42.3096,32,33700,13396,111,28,14.4861,454173.46,NEAR BAY
-70.976,42.3484,26,30700,12010,30862,5400,1.7279,256525.74,INLAND
-71.0865,42.3723,49,21695,6888,16846,11,9.6144,351463.96,NEAR BAY
-71.1319,42.2807,4,24702,11397,20995,8236,2.4074,139409.2,RIVER
-71.0334,42.2781,20,17576,7384,20412,1953,7.6199,479179.37,NEAR OCEAN
-70.8665,42.256,37,15770,6601,19801,5439,10.7337,255610.6,INLAND
-71.028,42.3671,18,2643,1019,10915,4611,9.5838,492446.05,RIVER
-71.0628,42.3916,41,21960,7675,7797,1383,7.2807,47777.56,ISLAND
-70.8119,42.3896,12,6081,1988,13697,6586,2.9561,188345.46,NEAR OCEAN
-70.9044,42.298,36,2676,883,3207,942,7.6168,415417.69,ISLAND
-71.1249,42.2332,9,33132,12635,14991,7021,7.2423,407572.28,NEAR BAY
-70.8758,42.3335,29,14608,6752,23932,3585,13.0984,73424.38,NEAR BAY
-71.1635,42.3244,27,7591,3338,29623,8304,11.3642,431956.26,NEAR OCEAN
-70.9152,42.3508,46,22200,7900,7423,44,3.914,472508.99,RIVER
-71.0149,42.368,33,34611,12731,23174,274,5.4668,129336.98,NEAR BAY
-70.9232,42.3044,12,1324,450,19134,4609,7.4682,136275.73,NEAR OCEAN
-70.9534,42.3928,24,6589,2931,23712,5430,5.8433,157505.18,INLAND
-71.1458,42.3561,37,21968,9959,965,370,13.7179,260869.63,NEAR BAY
-71.1499,42.3284,50,38748,16139,20340,9678,4.6673,202536.59,NEAR OCEAN
-71.1268,42.2449,44,34663,12661,33021,12194,1.9419,328806.56,NEAR BAY
-70.953,42.312,31,24284,10204,22349,7962,11.3688,249899.54,ISLAND
-71.0351,42.3885,8,30618,11686,2058,171,6.9986,171056.62,NEAR OCEAN
-70.8406,42.391,34,33438,15941,14401,3658,13.0381,32749.73,RIVER
-70.9888,42.3783,28,27277,10910,4826,212,9.4973,36039.62,RIVER
-71.1601,42.2804,28,4681,1878,9582,3167,14.3579,296118.85,INLAND
-71.0859,42.2999,25,10763,3695,7197,3395,4.2279,110798.84,RIVER
-70.9385,42.2664,32,4999,1631,7658,237,3.0074,440257.5,ISLAND
-70.8552,42.2587,20,14992,5668,21863,7753,11.3802,414540.44,ISLAND
-70.8117,42.3956,40,33908,10468,35135,11098,13.2084,373443.0,ISLAND
-71.1888,42.2719,32,25759,10379,13634,3303,4.5922,62360.11,ISLAND
-71.1243,42.3271,18,12848,4339,9672,3595,12.4295,208928.07,ISLAND
-71.0172,42.3363,32,25459,11961,2819,436,12.1383,236761.92,RIVER
-70.8189,42.3886,47,2717,940,2949,986,4.6499,451785.79,ISLAND
-70.8596,42.2814,33,6679,2547,5180,1735,13.0025,46790.0,ISLAND
-71.1505,42.3851,42,14534,5334,10643,971,0.8338,358283.64,NEAR BAY
-70.9815,42.3646,46,11717,5172,14553,1567,6.7908,102566.44,NEAR OCEAN
-70.9819,42.2378,49,36479,15835,25943,9127,13.5237,283475.96,ISLAND
-70.8938,42.2594,5,12265,4496,4074,16,6.5828,348117.15,NEAR OCEAN
-71.0032,42.3458,5,21279,10183,25188,11059,1.9185,80709.17,NEAR OCEAN
-70.8175,42.2715,41,37976,13036,5471,2214,4.6015,259776.74,INLAND
-71.0059,42.3233,24,36149,16525,25442,11109,6.8212,497999.71,NEAR OCEAN
-71.0665,42.2607,20,33760,13960,1844,444,2.7216,496148.4,ISLAND
-70.8251,42.3682,27,20324,6635,17639,3117,13.3598,43589.99,NEAR OCEAN
-71.0189,42.3852,22,37062,13363,14486,2567,9.0546,492612.24,NEAR BAY
-70.89,42.3066,1,9556,3337,5445,24,10.671,83317.68,INLAND
-70.8782,42.3969,46,825,260,16026,1056,10.7476,387949.65,NEAR BAY
-71.188,42.3657,42,34343,15503,20076,8280,7.351,115969.57,ISLAND
-71.0307,42.2888,1,9263,3031,1951,418,12.2363,46885.21,NEAR BAY
-70.9585,42.3038,37,8949,3180,16213,7407,11.847,266054.4,NEAR OCEAN
-71.0386,42.2441,17,33262,11347,360,114,10.4892,120709.92,INLAND
-71.1139,42.2467,42,21509,8488,9040,540,10.3222,297291.74,RIVER
-71.0324,42.3697,29,16783,5079,27538,5827,12.1282,157209.59,NEAR BAY
-70.925,42.3113,26,2991,1079,2518,966,10.4029,68677.57,NEAR BAY
-70.8901,42.2729,24,3735,1856,28372,844,0.7575,328881.74,ISLAND
-70.9808,42.3023,46,16756,7328,20311,2561,0.9026,177106.64,ISLAND
-70.8576,42.3047,5,13525,5743,9872,4560,0.5969,148480.54,NEAR BAY
-70.8277,42.347,12,16110,6461,173,58,8.7999,243782.35,RIVER
-71.1234,42.3444,49,2565,1030,3194,769,2.369,90907.51,NEAR BAY
-71.0545,42.3326,46,25745,8885,15990,4432,7.8801,34629.39,INLAND
-71.1417,42.3444,8,27011,12048,480,114,6.9887,19174.36,NEAR BAY
-71.0475,42.2792,45,10155,3966,20375,6094,9.8874,337799.54,INLAND
-70.9407,42.2682,39,23527,10241,28549,4186,1.4912,123417.59,INLAND
-71.1541,42.3577,7,26983,12473,32797,743,3.2125,389622.83,INLAND
-71.0749,42.377,41,19502,6832,23254,8894,10.4353,135096.5,RIVER
-70.8274,42.3913,27,21171,8165,4775,2080,4.9536,491542.62,INLAND
-70.9469,42.3883,2,37198,14979,5123,2194,13.8817,122484.88,NEAR BAY
-71.1236,42.3066,4,23373,8789,20977,6027,6.5704,476046.24,INLAND
-70.924,42.2631,41,30589,14668,10933,3714,12.0834,179064.68,NEAR OCEAN
-70.8464,42.3314,35,36047,10941,6901,1830,9.3119,265546.34,RIVER
-71.1528,42.2415,26,17302,7924,3865,399,12.3813,60386.18,INLAND
-70.9276,42.23,14,28666,12794,28086,8474,6.6372,460283.5,ISLAND
-70.9556,42.2634,21,20998,6751,35669,13749,2.6798,319354.03,ISLAND
-70.8595,42.3579,51,2020,610,26104,7316,10.3558,103116.51,INLAND
-70.9351,42.3741,35,4124,1523,20795,3490,13.2217,283654.0,NEAR BAY
-70.8125,42.2832,38,29630,14305,11039,5364,14.9986,396536.22,INLAND
-70.9817,42.2372,48,19507,7646,21800,3773,14.3653,413579.26,RIVER
